x_rel_mm,y_rel_mm,value
0,-74,1.968273
-2,-74,1.97282
-4,-74,1.974532
-6,-74,1.959784
-8,-74,1.987016
-10,-74,1.985415
-12,-74,1.996881
-14,-74,1.969897
-16,-74,1.980285
-18,-74,1.977185
-20,-74,1.987587
-22,-74,1.97226
-24,-74,1.976532
-26,-74,1.977642
-28,-74,1.978197
-30,-74,1.969046
-32,-74,1.966858
-34,-74,1.977719
-36,-74,1.973273
-38,-74,1.950904
-40,-74,1.95823
-42,-74,1.157358
-44,-74,1.157919
-46,-74,1.148731
-48,-74,1.137815
-50,-74,1.126786
-52,-74,1.150939
-54,-74,1.144927
-56,-74,1.151711
-58,-74,1.147598
-60,-74,1.161527
-62,-74,1.145903
-64,-74,1.155911
-66,-74,1.162391
-68,-74,1.168293
-70,-74,1.172205
-72,-74,1.174575
-74,-74,1.134254
-76,-74,1.136147
-78,-74,1.129415
-80,-74,1.145391
-82,-74,1.152017
-84,-74,1.164819
-86,-74,1.142836
-88,-74,1.155103
-90,-74,1.162328
-92,-74,1.15099
-94,-74,1.161258
-96,-74,1.144702
-98,-74,1.140366
-100,-74,1.17028
-102,-74,1.172955
-104,-74,1.161684
-106,-74,1.151436
-108,-74,1.158387
-110,-74,1.143869
-112,-74,1.144996
-114,-74,1.137724
-116,-74,1.156319
-118,-74,1.135468
-120,-74,1.160422
-118,-76,1.124293
-116,-76,1.15911
-114,-76,1.145577
-112,-76,1.159667
-110,-76,1.144992
-108,-76,1.153143
-106,-76,1.158317
-104,-76,1.155539
-102,-76,1.157772
-100,-76,1.16202
-98,-76,1.140937
-96,-76,1.137461
-94,-76,1.144669
-92,-76,1.150335
-90,-76,1.161146
-88,-76,1.146703
-86,-76,1.166218
-84,-76,1.158312
-82,-76,1.135014
-80,-76,1.14442
-78,-76,1.141676
-76,-76,1.135999
-74,-76,1.143064
-72,-76,1.163211
-70,-76,1.161187
-68,-76,1.157511
-66,-76,1.159462
-64,-76,1.152965
-62,-76,1.151322
-60,-76,1.153693
-58,-76,1.156142
-56,-76,1.149651
-54,-76,1.143203
-52,-76,1.153039
-50,-76,1.144826
-48,-76,1.137164
-46,-76,1.142954
-44,-76,1.168021
-42,-76,1.155106
-40,-76,1.966075
-38,-76,1.95664
-36,-76,1.96648
-34,-76,1.951831
-32,-76,1.983778
-30,-76,1.970476
-28,-76,2.003586
-26,-76,1.983941
-24,-76,1.983705
-22,-76,1.975343
-20,-76,1.989416
-18,-76,1.976823
-16,-76,1.997758
-14,-76,1.982014
-12,-76,1.986074
-10,-76,1.982736
-8,-76,1.985347
-6,-76,1.979479
-4,-76,1.973083
-2,-76,1.96786
0,-76,1.977506
2,-76,1.980549
4,-76,1.978988
6,-76,1.979417
8,-76,1.975541
10,-76,1.977438
12,-76,1.974632
14,-76,1.994216
16,-76,1.982459
18,-76,1.992442
20,-76,1.990852
22,-76,1.987664
24,-76,1.980848
26,-76,1.981677
28,-76,1.973966
30,-76,1.980169
32,-76,1.974869
34,-76,1.980276
36,-76,1.97425
38,-76,1.985327
40,-76,1.972612
42,-76,1.161534
44,-76,1.157257
46,-76,1.164127
48,-76,1.145718
50,-76,1.172409
52,-76,1.144089
54,-76,1.180435
56,-76,1.196711
58,-76,1.164015
60,-76,1.154669
62,-76,1.152858
64,-76,1.157791
66,-76,1.181635
68,-76,1.173469
70,-76,1.161047
72,-76,1.17215
74,-76,1.169806
76,-76,1.157697
78,-76,1.250901
80,-76,1.169762
82,-76,1.165297
84,-76,1.190071
86,-76,1.263925
88,-76,1.155058
90,-76,1.162936
92,-76,1.173607
94,-76,1.184568
96,-76,1.138592
98,-76,1.145391
100,-76,1.157769
102,-76,1.139168
104,-76,1.160172
106,-76,1.160997
108,-76,1.161965
110,-76,1.164891
112,-76,1.168491
114,-76,1.161648
116,-76,1.181496
118,-76,1.168857
118,-78,1.179278
116,-78,1.19775
114,-78,1.170324
112,-78,1.166659
110,-78,1.164869
108,-78,1.158748
106,-78,1.153439
104,-78,1.144753
102,-78,1.14922
100,-78,1.136832
98,-78,1.172927
96,-78,1.158251
94,-78,1.151368
92,-78,1.188495
90,-78,1.157049
88,-78,1.161527
86,-78,1.111565
84,-78,1.249626
82,-78,1.202874
80,-78,1.17811
78,-78,1.201739
76,-78,1.147226
74,-78,1.17006
72,-78,1.162124
70,-78,1.15961
68,-78,1.176587
66,-78,1.153903
64,-78,1.150005
62,-78,1.150953
60,-78,1.148104
58,-78,1.157696
56,-78,1.159931
54,-78,1.149219
52,-78,1.169184
50,-78,1.152097
48,-78,1.150164
46,-78,1.157333
44,-78,1.158045
42,-78,1.18358
40,-78,1.978285
38,-78,1.980178
36,-78,1.969837
34,-78,1.96997
32,-78,1.976569
30,-78,1.98414
28,-78,1.988129
26,-78,1.991275
24,-78,1.981172
22,-78,1.9911
20,-78,1.996827
18,-78,1.985562
16,-78,2.007445
14,-78,1.996765
12,-78,1.995701
10,-78,1.988479
8,-78,1.976815
6,-78,1.998229
4,-78,1.972071
2,-78,1.968437
0,-78,1.979866
-2,-78,1.979971
-4,-78,1.975083
-6,-78,1.981312
-8,-78,1.977427
-10,-78,1.973323
-12,-78,2.00256
-14,-78,1.987995
-16,-78,2.000527
-18,-78,1.982393
-20,-78,1.988769
-22,-78,1.983887
-24,-78,1.984043
-26,-78,1.982999
-28,-78,1.975508
-30,-78,1.959342
-32,-78,1.968439
-34,-78,1.980201
-36,-78,1.967798
-38,-78,1.962577
-40,-78,1.959471
-42,-78,1.160642
-44,-78,1.126785
-46,-78,1.161666
-48,-78,1.145459
-50,-78,1.156223
-52,-78,1.128721
-54,-78,1.152048
-56,-78,1.159425
-58,-78,1.130761
-60,-78,1.153626
-62,-78,1.143268
-64,-78,1.140952
-66,-78,1.168615
-68,-78,1.174036
-70,-78,1.146792
-72,-78,1.166467
-74,-78,1.155577
-76,-78,1.164566
-78,-78,1.150641
-80,-78,1.157965
-82,-78,1.143043
-84,-78,1.166578
-86,-78,1.153213
-88,-78,1.147094
-90,-78,1.148066
-92,-78,1.151418
-94,-78,1.145353
-96,-78,1.166397
-98,-78,1.132883
-100,-78,1.141062
-102,-78,1.148153
-104,-78,1.152135
-106,-78,1.151788
-108,-78,1.138287
-110,-78,1.1479
-112,-78,1.136145
-114,-78,1.141522
-116,-78,1.139133
-118,-78,1.130728
-116,-80,1.156861
-114,-80,1.126916
-112,-80,1.136172
-110,-80,1.133303
-108,-80,1.13984
-106,-80,1.14794
-104,-80,1.139906
-102,-80,1.158874
-100,-80,1.154616
-98,-80,1.15028
-96,-80,1.143005
-94,-80,1.134984
-92,-80,1.154
-90,-80,1.12675
-88,-80,1.164036
-86,-80,1.158987
-84,-80,1.155945
-82,-80,1.143014
-80,-80,1.142765
-78,-80,1.147405
-76,-80,1.161749
-74,-80,1.15919
-72,-80,1.163571
-70,-80,1.146445
-68,-80,1.183403
-66,-80,1.140127
-64,-80,1.13553
-62,-80,1.134727
-60,-80,1.14535
-58,-80,1.142703
-56,-80,1.156362
-54,-80,1.149668
-52,-80,1.137904
-50,-80,1.128482
-48,-80,1.159421
-46,-80,1.155357
-44,-80,1.149931
-42,-80,1.157301
-40,-80,1.96811
-38,-80,1.968939
-36,-80,1.969772
-34,-80,1.973506
-32,-80,1.9814
-30,-80,1.973602
-28,-80,1.981641
-26,-80,1.97698
-24,-80,1.981471
-22,-80,1.978091
-20,-80,2.007833
-18,-80,1.998642
-16,-80,2.003962
-14,-80,1.996126
-12,-80,1.989958
-10,-80,1.999021
-8,-80,1.992724
-6,-80,1.985667
-4,-80,1.978568
-2,-80,1.985251
0,-80,1.98069
2,-80,1.988121
4,-80,1.976983
6,-80,1.991998
8,-80,2.001307
10,-80,2.004831
12,-80,1.987318
14,-80,1.994985
16,-80,2.000807
18,-80,2.004908
20,-80,1.993706
22,-80,1.983373
24,-80,1.987579
26,-80,1.988128
28,-80,1.969838
30,-80,1.972649
32,-80,1.974012
34,-80,1.965513
36,-80,1.96697
38,-80,1.978052
40,-80,1.977609
42,-80,1.191564
44,-80,1.162405
46,-80,1.165457
48,-80,1.160037
50,-80,1.185804
52,-80,1.16214
54,-80,1.159586
56,-80,1.161165
58,-80,1.164201
60,-80,1.177764
62,-80,1.164884
64,-80,1.147257
66,-80,1.173159
68,-80,1.152157
70,-80,1.155573
72,-80,1.177349
74,-80,1.139519
76,-80,1.125807
78,-80,1.169015
80,-80,1.16164
82,-80,1.190233
84,-80,1.267309
86,-80,1.140425
88,-80,1.157269
90,-80,1.159732
92,-80,1.192217
94,-80,1.169485
96,-80,1.197249
98,-80,1.179333
100,-80,1.170551
102,-80,1.178476
104,-80,1.162503
106,-80,1.165892
108,-80,1.155872
110,-80,1.16754
112,-80,1.17363
114,-80,1.157994
116,-80,1.200522
114,-82,1.172672
112,-82,1.159384
110,-82,1.154849
108,-82,1.155167
106,-82,1.158713
104,-82,1.171065
102,-82,1.159958
100,-82,1.189662
98,-82,1.179809
96,-82,1.157591
94,-82,1.148326
92,-82,1.15774
90,-82,1.15299
88,-82,1.156249
86,-82,1.164408
84,-82,1.170309
82,-82,1.219918
80,-82,1.17881
78,-82,1.162193
76,-82,1.178423
74,-82,1.19096
72,-82,1.192634
70,-82,1.16908
68,-82,1.16273
66,-82,1.14748
64,-82,1.16586
62,-82,1.178528
60,-82,1.171668
58,-82,1.173541
56,-82,1.143935
54,-82,1.153201
52,-82,1.152823
50,-82,1.179983
48,-82,1.155052
46,-82,1.176972
44,-82,1.184487
42,-82,1.168197
40,-82,1.974372
38,-82,1.970742
36,-82,1.968932
34,-82,1.962987
32,-82,1.972744
30,-82,1.970153
28,-82,1.971146
26,-82,1.981725
24,-82,1.98633
22,-82,1.983553
20,-82,2.005233
18,-82,1.989482
16,-82,2.00842
14,-82,1.991372
12,-82,1.991328
10,-82,1.986249
8,-82,2.005321
6,-82,1.982477
4,-82,1.979214
2,-82,1.968539
0,-82,1.976803
-2,-82,1.974
-4,-82,1.971482
-6,-82,1.992506
-8,-82,1.990036
-10,-82,2.003368
-12,-82,1.988598
-14,-82,1.980256
-16,-82,1.999855
-18,-82,1.980517
-20,-82,1.995504
-22,-82,1.99347
-24,-82,1.980835
-26,-82,1.979447
-28,-82,1.981101
-30,-82,1.975706
-32,-82,1.97577
-34,-82,1.981215
-36,-82,1.974958
-38,-82,1.967025
-40,-82,1.964556
-42,-82,1.161504
-44,-82,1.136027
-46,-82,1.148716
-48,-82,1.154643
-50,-82,1.176933
-52,-82,1.156321
-54,-82,1.153748
-56,-82,1.151604
-58,-82,1.166678
-60,-82,1.158193
-62,-82,1.142811
-64,-82,1.150626
-66,-82,1.183206
-68,-82,1.159621
-70,-82,1.159129
-72,-82,1.146535
-74,-82,1.173578
-76,-82,1.166532
-78,-82,1.142673
-80,-82,1.165303
-82,-82,1.172467
-84,-82,1.1303
-86,-82,1.156972
-88,-82,1.151983
-90,-82,1.163744
-92,-82,1.161469
-94,-82,1.156148
-96,-82,1.15461
-98,-82,1.157069
-100,-82,1.155476
-102,-82,1.177848
-104,-82,1.149741
-106,-82,1.16406
-108,-82,1.172456
-110,-82,1.170518
-112,-82,1.168513
-114,-82,1.143756
-114,-84,1.138053
-112,-84,1.148374
-110,-84,1.142982
-108,-84,1.132116
-106,-84,1.151773
-104,-84,1.142935
-102,-84,1.151922
-100,-84,1.158961
-98,-84,1.142337
-96,-84,1.158956
-94,-84,1.147863
-92,-84,1.156625
-90,-84,1.154278
-88,-84,1.163965
-86,-84,1.163932
-84,-84,1.167327
-82,-84,1.163423
-80,-84,1.150589
-78,-84,1.149892
-76,-84,1.161528
-74,-84,1.165881
-72,-84,1.157308
-70,-84,1.150425
-68,-84,1.1622
-66,-84,1.171097
-64,-84,1.159315
-62,-84,1.159723
-60,-84,1.164132
-58,-84,1.153258
-56,-84,1.161741
-54,-84,1.143791
-52,-84,1.156649
-50,-84,1.136454
-48,-84,1.155857
-46,-84,1.159146
-44,-84,1.161602
-42,-84,1.160497
-40,-84,1.971504
-38,-84,1.965627
-36,-84,1.978547
-34,-84,1.974245
-32,-84,1.969932
-30,-84,1.976483
-28,-84,1.98201
-26,-84,1.981757
-24,-84,1.980964
-22,-84,1.988855
-20,-84,1.986151
-18,-84,1.990931
-16,-84,1.992105
-14,-84,2.002608
-12,-84,2.003016
-10,-84,1.976584
-8,-84,1.979128
-6,-84,1.981886
-4,-84,1.969749
-2,-84,1.98155
0,-84,1.961803
2,-84,1.983975
4,-84,1.964127
6,-84,1.978143
8,-84,1.984269
10,-84,1.975941
12,-84,2.012637
14,-84,1.994794
16,-84,1.98613
18,-84,1.987001
20,-84,1.984034
22,-84,1.985913
24,-84,1.982039
26,-84,1.979619
28,-84,1.977038
30,-84,1.97054
32,-84,1.978372
34,-84,1.969907
36,-84,1.964677
38,-84,1.968452
40,-84,1.962995
42,-84,1.16353
44,-84,1.184595
46,-84,1.170865
48,-84,1.169093
50,-84,1.172205
52,-84,1.165463
54,-84,1.146456
56,-84,1.165211
58,-84,1.157251
60,-84,1.161235
62,-84,1.183394
64,-84,1.170658
66,-84,1.159217
68,-84,1.147606
70,-84,1.163172
72,-84,1.142428
74,-84,1.197788
76,-84,1.171259
78,-84,1.156608
80,-84,1.203082
82,-84,1.169149
84,-84,1.12952
86,-84,1.14846
88,-84,1.148795
90,-84,1.166252
92,-84,1.182135
94,-84,1.163927
96,-84,1.159829
98,-84,1.163105
100,-84,1.1437
102,-84,1.174838
104,-84,1.152718
106,-84,1.157284
108,-84,1.160355
110,-84,1.156489
112,-84,1.154232
114,-84,1.171094
112,-86,1.171353
110,-86,1.173051
108,-86,1.173577
106,-86,1.156554
104,-86,1.165894
102,-86,1.16933
100,-86,1.159354
98,-86,1.179136
96,-86,1.153241
94,-86,1.139612
92,-86,1.142518
90,-86,1.133847
88,-86,1.150757
86,-86,1.146509
84,-86,1.148057
82,-86,1.159687
80,-86,1.267454
78,-86,1.174172
76,-86,1.155341
74,-86,1.165613
72,-86,1.193857
70,-86,1.171281
68,-86,1.160637
66,-86,1.165424
64,-86,1.167811
62,-86,1.165059
60,-86,1.150981
58,-86,1.157476
56,-86,1.163169
54,-86,1.158314
52,-86,1.157138
50,-86,1.142298
48,-86,1.148303
46,-86,1.163435
44,-86,1.156965
42,-86,1.19601
40,-86,1.959697
38,-86,1.964024
36,-86,1.966426
34,-86,1.975104
32,-86,1.979491
30,-86,1.966427
28,-86,1.979756
26,-86,1.982082
24,-86,1.978968
22,-86,1.981614
20,-86,1.983172
18,-86,1.988196
16,-86,1.982557
14,-86,1.993087
12,-86,2.000955
10,-86,1.982588
8,-86,1.9861
6,-86,1.987793
4,-86,1.982012
2,-86,1.976532
0,-86,1.968221
-2,-86,1.983665
-4,-86,1.975271
-6,-86,1.980494
-8,-86,1.974792
-10,-86,1.980274
-12,-86,1.99355
-14,-86,2.004193
-16,-86,1.995279
-18,-86,1.992048
-20,-86,1.984972
-22,-86,1.985069
-24,-86,1.984193
-26,-86,1.977694
-28,-86,1.980655
-30,-86,1.97224
-32,-86,1.978952
-34,-86,1.967901
-36,-86,1.976271
-38,-86,1.970765
-40,-86,1.97383
-42,-86,1.15787
-44,-86,1.152217
-46,-86,1.154207
-48,-86,1.167494
-50,-86,1.147707
-52,-86,1.162595
-54,-86,1.147712
-56,-86,1.150853
-58,-86,1.171153
-60,-86,1.157174
-62,-86,1.149334
-64,-86,1.143548
-66,-86,1.1364
-68,-86,1.146647
-70,-86,1.151474
-72,-86,1.152326
-74,-86,1.164286
-76,-86,1.153318
-78,-86,1.170287
-80,-86,1.151212
-82,-86,1.157222
-84,-86,1.163239
-86,-86,1.143341
-88,-86,1.165062
-90,-86,1.161377
-92,-86,1.16404
-94,-86,1.152093
-96,-86,1.169656
-98,-86,1.143056
-100,-86,1.145598
-102,-86,1.13656
-104,-86,1.143351
-106,-86,1.172305
-108,-86,1.124635
-110,-86,1.114253
-112,-86,1.1187
-110,-88,1.166515
-108,-88,1.134852
-106,-88,1.173902
-104,-88,1.143961
-102,-88,1.167604
-100,-88,1.143838
-98,-88,1.145249
-96,-88,1.144469
-94,-88,1.133577
-92,-88,1.152288
-90,-88,1.149859
-88,-88,1.147722
-86,-88,1.145283
-84,-88,1.166099
-82,-88,1.130921
-80,-88,1.140889
-78,-88,1.159758
-76,-88,1.188195
-74,-88,1.103759
-72,-88,1.149089
-70,-88,1.152758
-68,-88,1.149101
-66,-88,1.160099
-64,-88,1.158974
-62,-88,1.155822
-60,-88,1.169294
-58,-88,1.151678
-56,-88,1.153343
-54,-88,1.147838
-52,-88,1.149318
-50,-88,1.157933
-48,-88,1.162637
-46,-88,1.175504
-44,-88,1.153256
-42,-88,1.161896
-40,-88,1.972185
-38,-88,1.971062
-36,-88,1.983523
-34,-88,1.967141
-32,-88,1.976281
-30,-88,1.969424
-28,-88,1.979976
-26,-88,1.979734
-24,-88,1.98433
-22,-88,1.987221
-20,-88,1.980631
-18,-88,1.992163
-16,-88,1.990707
-14,-88,2.001071
-12,-88,1.986653
-10,-88,1.974317
-8,-88,1.977631
-6,-88,1.976926
-4,-88,1.972972
-2,-88,1.970922
0,-88,1.968211
2,-88,1.968657
4,-88,1.977985
6,-88,1.9832
8,-88,1.987102
10,-88,1.979761
12,-88,1.991888
14,-88,1.991557
16,-88,1.984572
18,-88,1.979595
20,-88,1.98113
22,-88,1.982306
24,-88,1.980329
26,-88,1.9802
28,-88,1.978307
30,-88,1.964773
32,-88,1.971092
34,-88,1.983316
36,-88,1.978362
38,-88,1.970165
40,-88,1.955266
42,-88,1.174849
44,-88,1.143932
46,-88,1.166821
48,-88,1.160019
50,-88,1.159853
52,-88,1.164491
54,-88,1.153533
56,-88,1.166616
58,-88,1.154071
60,-88,1.16155
62,-88,1.157424
64,-88,1.149273
66,-88,1.160851
68,-88,1.161818
70,-88,1.178463
72,-88,1.241346
74,-88,1.179546
76,-88,1.157171
78,-88,1.1614
80,-88,1.116447
82,-88,1.149052
84,-88,1.15048
86,-88,1.155324
88,-88,1.137185
90,-88,1.144465
92,-88,1.140974
94,-88,1.151351
96,-88,1.161982
98,-88,1.147222
100,-88,1.156496
102,-88,1.16885
104,-88,1.16942
106,-88,1.167921
108,-88,1.170985
110,-88,1.177788
108,-90,1.164766
106,-90,1.175227
104,-90,1.170198
102,-90,1.150487
100,-90,1.147358
98,-90,1.165362
96,-90,1.139308
94,-90,1.151734
92,-90,1.143774
90,-90,1.138718
88,-90,1.159339
86,-90,1.154272
84,-90,1.152066
82,-90,1.152869
80,-90,1.143669
78,-90,1.23107
76,-90,1.162005
74,-90,1.165106
72,-90,1.172717
70,-90,1.2649
68,-90,1.133537
66,-90,1.159511
64,-90,1.157581
62,-90,1.159409
60,-90,1.169478
58,-90,1.165084
56,-90,1.155855
54,-90,1.148075
52,-90,1.157406
50,-90,1.161099
48,-90,1.139481
46,-90,1.144669
44,-90,1.165804
42,-90,1.162502
40,-90,1.962604
38,-90,1.970075
36,-90,1.974363
34,-90,1.972287
32,-90,1.971943
30,-90,1.964815
28,-90,1.979867
26,-90,1.981135
24,-90,1.976312
22,-90,1.979062
20,-90,1.979233
18,-90,1.978288
16,-90,1.977459
14,-90,1.98783
12,-90,1.984226
10,-90,1.984263
8,-90,1.983612
6,-90,1.987696
4,-90,1.970655
2,-90,1.971237
0,-90,1.964809
-2,-90,1.96903
-4,-90,1.971743
-6,-90,1.976593
-8,-90,1.978167
-10,-90,1.97343
-12,-90,1.986849
-14,-90,1.997853
-16,-90,1.995585
-18,-90,1.986065
-20,-90,1.983986
-22,-90,1.976576
-24,-90,1.984572
-26,-90,1.975807
-28,-90,1.979546
-30,-90,1.965712
-32,-90,1.972746
-34,-90,1.968945
-36,-90,1.979324
-38,-90,1.973306
-40,-90,1.973098
-42,-90,1.154802
-44,-90,1.16951
-46,-90,1.162159
-48,-90,1.16915
-50,-90,1.166661
-52,-90,1.164636
-54,-90,1.170563
-56,-90,1.155789
-58,-90,1.153762
-60,-90,1.166192
-62,-90,1.157125
-64,-90,1.153111
-66,-90,1.1569
-68,-90,1.149939
-70,-90,1.154507
-72,-90,1.14418
-74,-90,1.151069
-76,-90,1.199926
-78,-90,1.115737
-80,-90,1.181811
-82,-90,1.181089
-84,-90,1.149899
-86,-90,1.151164
-88,-90,1.16288
-90,-90,1.202654
-92,-90,1.154427
-94,-90,1.151061
-96,-90,1.139757
-98,-90,1.147547
-100,-90,1.149327
-102,-90,1.178326
-104,-90,1.151019
-106,-90,1.14867
-108,-90,1.149301
-108,-92,1.125781
-106,-92,1.146115
-104,-92,1.131101
-102,-92,1.132271
-100,-92,1.141623
-98,-92,1.143679
-96,-92,1.166681
-94,-92,1.161852
-92,-92,1.143237
-90,-92,1.144717
-88,-92,1.151307
-86,-92,1.142423
-84,-92,1.133077
-82,-92,1.178106
-80,-92,1.132532
-78,-92,1.249251
-76,-92,1.2702
-74,-92,1.144754
-72,-92,1.164376
-70,-92,1.145043
-68,-92,1.158611
-66,-92,1.141518
-64,-92,1.16939
-62,-92,1.158157
-60,-92,1.151462
-58,-92,1.150964
-56,-92,1.15405
-54,-92,1.167644
-52,-92,1.137165
-50,-92,1.171761
-48,-92,1.165776
-46,-92,1.168152
-44,-92,1.143904
-42,-92,1.155667
-40,-92,1.968925
-38,-92,1.976906
-36,-92,1.972231
-34,-92,1.971969
-32,-92,1.967503
-30,-92,1.972852
-28,-92,1.966991
-26,-92,1.972043
-24,-92,1.97745
-22,-92,1.974231
-20,-92,1.977704
-18,-92,1.988861
-16,-92,1.991543
-14,-92,1.989483
-12,-92,1.98311
-10,-92,1.966948
-8,-92,1.975062
-6,-92,1.977583
-4,-92,1.967306
-2,-92,1.96727
0,-92,1.962688
2,-92,1.969562
4,-92,1.965402
6,-92,1.976631
8,-92,1.984291
10,-92,1.984033
12,-92,1.976152
14,-92,1.980787
16,-92,1.978925
18,-92,1.972682
20,-92,1.980121
22,-92,1.969797
24,-92,1.97443
26,-92,1.965268
28,-92,1.964982
30,-92,1.964205
32,-92,1.969738
34,-92,1.968507
36,-92,1.968201
38,-92,1.967853
40,-92,1.959581
42,-92,1.170131
44,-92,1.156927
46,-92,1.167701
48,-92,1.151053
50,-92,1.140743
52,-92,1.150199
54,-92,1.156869
56,-92,1.14454
58,-92,1.158862
60,-92,1.154819
62,-92,1.148653
64,-92,1.159244
66,-92,1.166645
68,-92,1.27109
70,-92,1.219661
72,-92,1.170028
74,-92,1.175392
76,-92,1.21357
78,-92,1.127974
80,-92,1.199835
82,-92,1.152247
84,-92,1.15673
86,-92,1.166141
88,-92,1.157542
90,-92,1.1505
92,-92,1.157201
94,-92,1.155461
96,-92,1.155271
98,-92,1.16005
100,-92,1.158845
102,-92,1.162265
104,-92,1.195033
106,-92,1.162685
108,-92,1.175306
106,-94,1.185657
104,-94,1.172017
102,-94,1.173475
100,-94,1.13549
98,-94,1.134059
96,-94,1.168579
94,-94,1.14224
92,-94,1.138943
90,-94,1.144693
88,-94,1.138529
86,-94,1.142337
84,-94,1.179041
82,-94,1.166099
80,-94,1.170334
78,-94,1.153997
76,-94,1.123056
74,-94,1.245418
72,-94,1.150113
70,-94,1.172725
68,-94,1.190224
66,-94,1.228726
64,-94,1.175989
62,-94,1.152932
60,-94,1.140025
58,-94,1.175499
56,-94,1.155232
54,-94,1.147293
52,-94,1.181074
50,-94,1.14595
48,-94,1.178456
46,-94,1.164924
44,-94,1.141997
42,-94,1.170912
40,-94,1.958102
38,-94,1.967006
36,-94,1.961824
34,-94,1.971451
32,-94,1.968052
30,-94,1.967656
28,-94,1.964523
26,-94,1.970237
24,-94,1.972956
22,-94,1.972941
20,-94,1.98042
18,-94,1.989436
16,-94,1.981746
14,-94,1.9733
12,-94,1.973157
10,-94,1.983316
8,-94,1.987683
6,-94,1.961348
4,-94,1.96325
2,-94,1.964502
0,-94,1.956578
-2,-94,1.961564
-4,-94,1.961341
-6,-94,1.979409
-8,-94,1.974338
-10,-94,1.965627
-12,-94,1.973977
-14,-94,1.985964
-16,-94,1.968077
-18,-94,1.971544
-20,-94,1.974918
-22,-94,1.972695
-24,-94,1.980041
-26,-94,1.972653
-28,-94,1.971409
-30,-94,1.972372
-32,-94,1.968325
-34,-94,1.973903
-36,-94,1.967802
-38,-94,1.968483
-40,-94,1.974732
-42,-94,1.150991
-44,-94,1.170441
-46,-94,1.182919
-48,-94,1.153683
-50,-94,1.172966
-52,-94,1.149387
-54,-94,1.174727
-56,-94,1.195428
-58,-94,1.141988
-60,-94,1.163814
-62,-94,1.157804
-64,-94,1.163461
-66,-94,1.142116
-68,-94,1.138794
-70,-94,1.126471
-72,-94,1.151966
-74,-94,1.157614
-76,-94,1.143557
-78,-94,1.287017
-80,-94,1.230489
-82,-94,1.24514
-84,-94,1.163992
-86,-94,1.158655
-88,-94,1.171893
-90,-94,1.181687
-92,-94,1.167696
-94,-94,1.138362
-96,-94,1.136332
-98,-94,1.141042
-100,-94,1.142498
-102,-94,1.118219
-104,-94,1.13497
-106,-94,1.130437
-104,-96,1.126089
-102,-96,1.144343
-100,-96,1.143046
-98,-96,1.127535
-96,-96,1.149694
-94,-96,1.146666
-92,-96,1.170853
-90,-96,1.183877
-88,-96,1.141124
-86,-96,1.12227
-84,-96,1.153434
-82,-96,1.221806
-80,-96,1.193615
-78,-96,1.252801
-76,-96,1.259735
-74,-96,1.161276
-72,-96,1.17412
-70,-96,1.161951
-68,-96,1.153405
-66,-96,1.162102
-64,-96,1.165217
-62,-96,1.161399
-60,-96,1.157296
-58,-96,1.180906
-56,-96,1.161401
-54,-96,1.156681
-52,-96,1.16702
-50,-96,1.159562
-48,-96,1.157506
-46,-96,1.157049
-44,-96,1.163098
-42,-96,1.152477
-40,-96,1.975701
-38,-96,1.982881
-36,-96,1.980587
-34,-96,1.974928
-32,-96,1.955853
-30,-96,1.964866
-28,-96,1.961967
-26,-96,1.96431
-24,-96,1.974425
-22,-96,1.967344
-20,-96,1.964501
-18,-96,1.958352
-16,-96,1.957407
-14,-96,1.978646
-12,-96,1.96578
-10,-96,1.960483
-8,-96,1.961542
-6,-96,1.960441
-4,-96,1.953983
-2,-96,1.95211
0,-96,1.95132
2,-96,1.951884
4,-96,1.953753
6,-96,1.965052
8,-96,1.976579
10,-96,1.966892
12,-96,1.962681
14,-96,1.967444
16,-96,1.967218
18,-96,1.975343
20,-96,1.969897
22,-96,1.961094
24,-96,1.960992
26,-96,1.961778
28,-96,1.955503
30,-96,1.958344
32,-96,1.959525
34,-96,1.971773
36,-96,1.976093
38,-96,1.970094
40,-96,1.968499
42,-96,1.151701
44,-96,1.155865
46,-96,1.155986
48,-96,1.156902
50,-96,1.159127
52,-96,1.163678
54,-96,1.183813
56,-96,1.150793
58,-96,1.151214
60,-96,1.165764
62,-96,1.170193
64,-96,1.188599
66,-96,1.297414
68,-96,1.233017
70,-96,1.196226
72,-96,1.201121
74,-96,1.235139
76,-96,1.153245
78,-96,1.160989
80,-96,1.170014
82,-96,1.148478
84,-96,1.154829
86,-96,1.139094
88,-96,1.192503
90,-96,1.139346
92,-96,1.151745
94,-96,1.161171
96,-96,1.161667
98,-96,1.181658
100,-96,1.165691
102,-96,1.156053
104,-96,1.172195
102,-98,1.178549
100,-98,1.15461
98,-98,1.143542
96,-98,1.165388
94,-98,1.159604
92,-98,1.161082
90,-98,1.132953
88,-98,1.137906
86,-98,1.151235
84,-98,1.154961
82,-98,1.142298
80,-98,1.149306
78,-98,1.168452
76,-98,1.168361
74,-98,1.163447
72,-98,1.230215
70,-98,1.156693
68,-98,1.186131
66,-98,1.226734
64,-98,1.188502
62,-98,1.150243
60,-98,1.184073
58,-98,1.154496
56,-98,1.149022
54,-98,1.187469
52,-98,1.160281
50,-98,1.164019
48,-98,1.155612
46,-98,1.143342
44,-98,1.155462
42,-98,1.166033
