x_rel_mm,y_rel_mm,value
58,42,1.961302
56,42,1.963255
54,42,1.960824
52,42,1.97354
50,42,1.970972
48,42,1.975071
46,42,1.970986
44,42,1.969159
42,42,1.164736
40,42,1.969423
38,42,1.969853
36,42,1.965481
34,42,1.969486
32,42,1.962081
30,42,1.968017
28,42,1.962955
26,42,1.971314
24,42,1.981356
22,42,1.982214
20,42,1.979121
18,42,1.98077
16,42,1.97062
14,42,1.97049
12,42,1.970882
10,42,1.969568
8,42,1.965347
6,42,1.973235
4,42,1.970014
2,42,1.971448
0,42,1.971595
-2,42,1.977889
-4,42,1.979101
-6,42,1.964827
-8,42,1.992133
-10,42,1.973888
-12,42,1.958791
-14,42,1.990823
-16,42,1.96337
-18,42,1.958914
-20,42,1.96336
-22,42,1.971595
-24,42,1.975979
-26,42,1.968538
-28,42,1.973175
-30,42,1.96486
-32,42,1.967212
-34,42,1.970147
-36,42,1.970038
-38,42,1.958466
-40,42,1.958909
-42,42,1.134808
-44,42,1.958388
-46,42,1.956026
-48,42,1.962506
-50,42,1.962223
-52,42,1.956394
-54,42,1.949221
-56,42,1.960699
-58,42,1.958542
-60,42,1.973713
-62,42,1.975394
-64,42,1.961312
-66,42,1.958774
-68,42,1.946414
-70,42,1.959345
-72,42,1.960746
-74,42,1.95603
-76,42,1.957679
-78,42,1.962082
-80,42,1.952747
-82,42,1.956394
-84,42,1.951827
-86,42,1.954939
-88,42,1.954621
-90,42,1.96489
-92,42,1.955385
-94,42,1.965619
-96,42,1.953634
-98,42,1.962908
-100,42,1.950928
-102,42,1.960897
-104,42,1.947995
-106,42,1.95754
-108,42,1.948804
-110,42,1.962132
-112,42,1.938185
-114,42,1.951084
-116,42,1.949608
-118,42,1.973395
-120,42,1.963614
-122,42,1.96335
-124,42,1.956074
-126,42,1.121286
-128,42,1.1826
-130,42,1.184814
-132,42,1.128585
-134,42,1.131507
-136,40,1.16299
-134,40,1.142716
-132,40,1.108494
-130,40,1.13897
-128,40,1.152243
-126,40,1.134623
-124,40,1.956385
-122,40,1.956432
-120,40,1.959928
-118,40,1.957537
-116,40,1.942996
-114,40,1.939869
-112,40,1.961265
-110,40,1.952665
-108,40,1.958432
-106,40,1.953402
-104,40,1.960751
-102,40,1.94685
-100,40,1.953874
-98,40,1.955825
-96,40,1.956693
-94,40,1.959626
-92,40,1.958065
-90,40,1.960893
-88,40,1.956829
-86,40,1.963739
-84,40,1.953442
-82,40,1.959842
-80,40,1.954243
-78,40,1.950812
-76,40,1.953601
-74,40,1.96831
-72,40,1.952323
-70,40,1.961596
-68,40,1.966579
-66,40,1.961763
-64,40,1.960876
-62,40,1.970092
-60,40,1.970381
-58,40,1.964496
-56,40,1.956935
-54,40,1.955363
-52,40,1.952797
-50,40,1.973229
-48,40,1.961154
-46,40,1.957983
-44,40,1.954473
-42,40,1.143999
-40,40,1.959285
-38,40,1.96974
-36,40,1.969503
-34,40,1.166569
-32,40,1.200069
-30,40,1.177411
-28,40,1.148547
-26,40,1.189706
-24,40,1.180233
-22,40,1.193975
-20,40,1.192398
-18,40,1.178993
-16,40,1.174161
-14,40,1.189825
-12,40,1.209392
-10,40,1.163534
-8,40,1.171058
-6,40,1.170665
-4,40,1.97271
-2,40,1.979166
0,40,1.981254
2,40,1.971211
4,40,1.988957
6,40,1.972039
8,40,1.990872
10,40,1.99459
12,40,1.97639
14,40,1.983838
16,40,1.978729
18,40,1.982574
20,40,1.986488
22,40,1.993236
24,40,1.989087
26,40,1.981008
28,40,1.978613
30,40,1.974767
32,40,1.973923
34,40,1.96047
36,40,1.962841
38,40,1.962302
40,40,1.963826
42,40,1.190938
44,40,1.967007
46,40,1.969785
48,40,1.965373
50,40,1.971289
52,40,1.969844
54,40,1.966975
56,40,1.967877
58,40,1.969585
60,40,1.979813
62,40,1.982802
64,40,1.986813
66,40,1.979251
68,40,1.981783
70,40,1.966479
72,40,1.971293
74,40,1.973968
76,40,1.971072
78,40,1.968441
80,40,1.971473
82,40,1.96724
84,40,1.969842
86,40,1.969653
88,40,1.980325
90,40,1.978872
92,40,1.975689
94,40,1.979505
96,40,1.978205
98,40,1.974402
100,40,1.972124
102,40,1.974824
104,40,1.969627
106,40,1.970896
108,40,1.972984
110,40,1.97251
112,40,1.969773
114,40,1.975572
116,40,1.955658
118,40,1.969703
120,40,1.963806
122,40,1.965227
124,40,1.969318
126,40,1.971166
128,40,1.162196
130,40,1.17157
132,40,1.158219
134,40,1.157512
136,40,1.165882
136,38,1.183807
134,38,1.157696
132,38,1.162186
130,38,1.134688
128,38,1.156488
126,38,1.964726
124,38,1.965794
122,38,1.96557
120,38,1.966094
118,38,1.971124
116,38,1.969424
114,38,1.968812
112,38,1.982467
110,38,1.972626
108,38,1.970417
106,38,1.974327
104,38,1.968843
102,38,1.972358
100,38,1.971624
98,38,1.976346
96,38,1.975072
94,38,1.976687
92,38,1.974577
90,38,1.978283
88,38,1.97229
86,38,1.974174
84,38,1.968375
82,38,1.973647
80,38,1.974472
78,38,1.973624
76,38,1.995936
74,38,1.977202
72,38,1.988082
70,38,1.98693
68,38,1.966699
66,38,1.983608
64,38,1.979687
62,38,1.989536
60,38,1.986459
58,38,1.982898
56,38,1.971113
54,38,1.96603
52,38,1.97311
50,38,1.972407
48,38,1.968747
46,38,1.972465
44,38,1.970656
42,38,1.170835
40,38,1.96699
38,38,1.966497
36,38,1.965786
34,38,1.96122
32,38,1.970445
30,38,1.979483
28,38,1.986116
26,38,1.983037
24,38,1.972196
22,38,1.980757
20,38,1.994076
18,38,1.988527
16,38,1.994878
14,38,1.99382
12,38,1.98644
10,38,1.988683
8,38,1.972324
6,38,1.989206
4,38,1.995805
2,38,1.973322
0,38,1.994485
-2,38,1.984021
-4,38,1.965319
-6,38,1.984145
-8,38,1.978595
-10,38,1.970395
-12,38,1.984888
-14,38,1.98187
-16,38,1.980539
-18,38,1.969605
-20,38,1.964896
-22,38,1.984933
-24,38,1.977872
-26,38,1.973322
-28,38,1.969654
-30,38,1.971969
-32,38,1.971023
-34,38,1.964316
-36,38,1.960819
-38,38,1.960412
-40,38,1.957648
-42,38,1.141937
-44,38,1.950192
-46,38,1.957587
-48,38,1.960453
-50,38,1.967955
-52,38,1.225935
-54,38,1.97138
-56,38,1.968726
-58,38,1.977902
-60,38,1.971486
-62,38,1.974298
-64,38,1.971193
-66,38,1.967957
-68,38,1.971737
-70,38,1.986131
-72,38,1.972619
-74,38,1.971041
-76,38,1.960979
-78,38,1.962555
-80,38,1.958731
-82,38,1.966044
-84,38,1.960742
-86,38,1.968388
-88,38,1.963718
-90,38,1.961416
-92,38,1.95976
-94,38,1.96526
-96,38,1.962483
-98,38,1.96196
-100,38,1.959512
-102,38,1.968895
-104,38,1.971053
-106,38,1.963828
-108,38,1.973517
-110,38,1.973979
-112,38,1.953668
-114,38,1.963063
-116,38,1.951374
-118,38,1.952077
-120,38,1.957561
-122,38,1.943754
-124,38,1.952765
-126,38,1.134928
-128,38,1.147422
-130,38,1.137831
-132,38,1.140231
-134,38,1.144393
-136,38,1.136019
-136,36,1.151918
-134,36,1.128094
-132,36,1.132479
-130,36,1.153734
-128,36,1.145318
-126,36,1.151458
-124,36,1.951104
-122,36,1.95687
-120,36,1.946431
-118,36,1.960305
-116,36,1.969395
-114,36,1.966383
-112,36,1.97134
-110,36,1.962304
-108,36,1.975609
-106,36,1.967955
-104,36,1.979305
-102,36,1.963223
-100,36,1.973601
-98,36,1.964509
-96,36,1.965122
-94,36,1.968018
-92,36,1.959981
-90,36,1.959591
-88,36,1.955961
-86,36,1.974773
-84,36,1.96414
-82,36,1.968616
-80,36,1.970856
-78,36,1.964878
-76,36,1.988864
-74,36,1.9707
-72,36,1.96575
-70,36,1.977917
-68,36,1.984882
-66,36,1.971541
-64,36,1.977261
-62,36,1.971918
-60,36,1.969411
-58,36,1.971139
-56,36,1.969333
-54,36,1.969509
-52,36,1.56317
-50,36,1.967305
-48,36,1.965325
-46,36,1.963966
-44,36,1.960144
-42,36,1.139906
-40,36,1.958149
-38,36,1.961893
-36,36,1.961248
-34,36,1.96715
-32,36,1.967234
-30,36,1.974419
-28,36,1.970516
-26,36,1.974739
-24,36,1.974385
-22,36,1.972033
-20,36,1.991985
-18,36,1.983962
-16,36,1.99095
-14,36,1.978632
-12,36,1.963646
-10,36,1.98525
-8,36,1.976397
-6,36,1.982796
-4,36,1.976924
-2,36,1.983787
0,36,1.975755
2,36,1.974523
4,36,1.990283
6,36,1.980145
8,36,1.995863
10,36,1.993325
12,36,1.983441
14,36,1.996893
16,36,1.992619
18,36,2.000047
20,36,1.993085
22,36,1.98799
24,36,2.005023
26,36,1.981009
28,36,1.994175
30,36,1.984051
32,36,1.971049
34,36,1.965073
36,36,1.967993
38,36,1.968513
40,36,1.971638
42,36,1.163487
44,36,1.972986
46,36,1.972466
48,36,1.968187
50,36,1.967689
52,36,1.977428
54,36,1.989606
56,36,1.981588
58,36,1.989068
60,36,1.983081
62,36,1.979446
64,36,1.973423
66,36,1.970834
68,36,1.978254
70,36,1.974612
72,36,1.985293
74,36,1.974959
76,36,1.973846
78,36,1.977492
80,36,1.976064
82,36,1.971521
84,36,1.970006
86,36,1.973717
88,36,1.978249
90,36,1.977142
92,36,1.97706
94,36,1.977995
96,36,1.977859
98,36,1.978804
100,36,1.972717
102,36,1.975095
104,36,1.969363
106,36,1.976672
108,36,1.97608
110,36,1.974939
112,36,1.976138
114,36,1.981462
116,36,1.964857
118,36,1.963206
120,36,1.965167
122,36,1.964311
124,36,1.962513
126,36,1.961386
128,36,1.151989
130,36,1.133487
132,36,1.141796
134,36,1.174635
136,36,1.171125
136,34,1.161976
134,34,1.165681
132,34,1.170895
130,34,1.164346
128,34,1.153267
126,34,1.967323
124,34,1.968584
122,34,1.969153
120,34,1.967859
118,34,1.975204
116,34,1.966432
114,34,1.972063
112,34,1.974142
110,34,1.972729
108,34,1.977964
106,34,1.977144
104,34,1.981485
102,34,1.98232
100,34,1.985178
98,34,1.981458
96,34,1.981925
94,34,1.982693
92,34,1.979568
90,34,1.981222
88,34,1.97208
86,34,1.975267
84,34,1.971589
82,34,1.973344
80,34,1.970156
78,34,1.98594
76,34,1.977183
74,34,1.989049
72,34,1.984422
70,34,1.980286
68,34,1.982155
66,34,1.976862
64,34,1.974097
62,34,1.972255
60,34,1.97731
58,34,1.985367
56,34,1.992881
54,34,1.989553
52,34,1.983679
50,34,1.97266
48,34,1.96999
46,34,1.968196
44,34,1.980007
42,34,1.182377
40,34,1.978305
38,34,1.969589
36,34,1.969316
34,34,1.970138
32,34,1.97105
30,34,1.986371
28,34,1.986235
26,34,1.990065
24,34,1.982245
22,34,1.995793
20,34,1.987039
18,34,1.992314
16,34,1.991819
14,34,1.988654
12,34,1.993774
10,34,1.995149
8,34,1.973764
6,34,1.995412
4,34,1.973537
2,34,1.973175
0,34,1.978344
-2,34,1.966103
-4,34,1.990975
-6,34,1.971252
-8,34,1.979326
-10,34,1.97817
-12,34,1.992574
-14,34,1.992756
-16,34,1.969971
-18,34,1.990115
-20,34,1.984377
-22,34,1.979602
-24,34,1.980516
-26,34,1.97408
-28,34,1.956642
-30,34,1.974475
-32,34,1.975043
-34,34,1.956748
-36,34,1.960905
-38,34,1.954232
-40,34,1.959036
-42,34,1.148117
-44,34,1.966482
-46,34,1.964314
-48,34,1.970527
-50,34,1.962973
-52,34,1.178494
-54,34,1.966304
-56,34,1.974775
-58,34,1.967971
-60,34,1.975671
-62,34,1.979411
-64,34,1.980409
-66,34,1.992237
-68,34,1.976528
-70,34,1.971786
-72,34,1.981235
-74,34,1.962715
-76,34,1.983786
-78,34,1.968818
-80,34,1.970125
-82,34,1.967091
-84,34,1.973451
-86,34,1.970383
-88,34,1.973252
-90,34,1.98391
-92,34,1.978073
-94,34,1.987735
-96,34,1.977475
-98,34,1.993603
-100,34,1.962395
-102,34,1.98027
-104,34,1.970833
-106,34,1.972614
-108,34,1.97623
-110,34,1.967421
-112,34,1.968947
-114,34,1.968942
-116,34,1.955419
-118,34,1.960443
-120,34,1.963188
-122,34,1.951659
-124,34,1.949038
-126,34,1.11753
-128,34,1.164072
-130,34,1.130725
-132,34,1.128366
-134,34,1.130369
-136,34,1.164622
-138,32,1.162719
-136,32,1.150119
-134,32,1.139309
-132,32,1.14567
-130,32,1.134133
-128,32,1.125236
-126,32,1.139811
-124,32,1.952618
-122,32,1.952115
-120,32,1.962526
-118,32,1.949079
-116,32,1.963314
-114,32,1.962158
-112,32,1.949696
-110,32,1.962822
-108,32,1.967644
-106,32,1.96633
-104,32,1.973493
-102,32,1.969478
-100,32,1.968289
-98,32,1.974162
-96,32,1.975573
-94,32,1.981561
-92,32,1.970963
-90,32,1.979249
-88,32,1.972887
-86,32,1.974977
-84,32,1.967658
-82,32,1.972127
-80,32,1.968643
-78,32,1.967796
-76,32,1.973928
-74,32,1.983753
-72,32,2.008381
-70,32,1.97195
-68,32,1.990773
-66,32,1.987196
-64,32,1.987454
-62,32,1.977485
-60,32,1.975466
-58,32,1.973377
-56,32,1.968537
-54,32,1.971168
-52,32,1.170912
-50,32,1.967739
-48,32,1.96728
-46,32,1.964701
-44,32,1.973397
-42,32,1.163047
-40,32,1.967402
-38,32,1.969897
-36,32,1.957669
-34,32,1.960095
-32,32,1.957589
-30,32,1.969315
-28,32,1.978611
-26,32,1.967458
-24,32,1.978709
-22,32,1.975866
-20,32,1.982807
-18,32,1.988706
-16,32,1.982108
-14,32,2.004574
-12,32,1.994811
-10,32,1.993833
-8,32,1.98081
-6,32,1.970939
-4,32,1.970643
-2,32,1.971036
0,32,1.975389
2,32,1.974829
4,32,1.978702
6,32,1.982026
8,32,1.98309
10,32,1.994536
12,32,1.982836
14,32,1.997565
16,32,1.981564
18,32,1.990383
20,32,1.987591
22,32,1.985375
24,32,1.983705
26,32,1.996969
28,32,1.978275
30,32,1.989829
32,32,1.973852
34,32,1.968596
36,32,1.971828
38,32,1.974243
40,32,1.970447
42,32,1.201572
44,32,1.97574
46,32,1.964134
48,32,1.972322
50,32,1.974942
52,32,1.979967
54,32,1.986571
56,32,1.982523
58,32,1.97313
60,32,1.971184
62,32,1.973425
64,32,1.978822
66,32,1.98295
68,32,1.983624
70,32,1.987
72,32,1.992058
74,32,1.987375
76,32,1.976668
78,32,1.97504
80,32,1.973202
82,32,1.972179
84,32,1.965844
86,32,1.969845
88,32,1.968245
90,32,1.968998
92,32,1.974203
94,32,1.977814
96,32,1.983532
98,32,1.989205
100,32,1.993261
102,32,1.983123
104,32,1.977164
106,32,1.979507
108,32,1.980002
110,32,1.984681
112,32,1.980963
114,32,1.986614
116,32,1.981737
118,32,1.969849
120,32,1.977654
122,32,1.973907
124,32,1.974002
126,32,1.972799
128,32,1.144648
130,32,1.168975
132,32,1.144974
134,32,1.140567
136,32,1.168158
138,32,1.176931
138,30,1.167298
136,30,1.167768
134,30,1.169911
132,30,1.158887
130,30,1.163119
128,30,1.162528
126,30,1.970085
124,30,1.971874
122,30,1.969113
120,30,1.96621
118,30,1.9728
116,30,1.982435
114,30,1.96846
112,30,1.973025
110,30,1.978646
108,30,1.985871
106,30,1.989413
104,30,1.98528
102,30,1.973726
100,30,1.997078
98,30,1.993081
96,30,1.995454
94,30,1.988122
92,30,1.983641
90,30,1.967147
88,30,1.969677
86,30,1.966299
84,30,1.963823
82,30,1.965056
80,30,1.965368
78,30,1.972092
76,30,1.981648
74,30,1.99084
72,30,1.975537
70,30,1.984442
68,30,1.979748
66,30,1.977741
64,30,1.983742
62,30,1.974508
60,30,1.97824
58,30,1.96581
56,30,1.973615
54,30,1.972436
52,30,1.977547
50,30,1.977781
48,30,1.971093
46,30,1.976124
44,30,1.978094
42,30,1.176383
40,30,1.97802
38,30,1.973072
36,30,1.972167
34,30,1.968721
32,30,1.985878
30,30,1.967927
28,30,1.975296
26,30,1.98089
24,30,1.993737
22,30,1.985273
20,30,1.988923
18,30,1.987973
16,30,1.986091
14,30,1.997452
12,30,1.996125
10,30,1.992092
8,30,1.987083
6,30,1.983058
4,30,1.980264
2,30,1.977483
0,30,1.97322
-2,30,1.976518
-4,30,1.975985
-6,30,1.970889
-8,30,1.981951
-10,30,1.989432
-12,30,1.985828
-14,30,1.979235
-16,30,1.988911
-18,30,1.987461
-20,30,1.989603
-22,30,1.987182
-24,30,1.978494
-26,30,1.97224
-28,30,1.992391
-30,30,1.970685
-32,30,1.971073
-34,30,1.969278
-36,30,1.968935
-38,30,1.972072
-40,30,1.97991
-42,30,1.165227
-44,30,1.969676
-46,30,1.963738
-48,30,1.964384
-50,30,1.963829
-52,30,1.171197
-54,30,1.969259
-56,30,1.969084
-58,30,1.981328
-60,30,1.974882
-62,30,1.988152
-64,30,1.980499
-66,30,1.990807
-68,30,1.981433
-70,30,1.978703
-72,30,1.97657
-74,30,1.985883
-76,30,1.971469
-78,30,1.975149
-80,30,1.958618
-82,30,1.977062
-84,30,1.972429
-86,30,1.977282
-88,30,1.963349
-90,30,1.968126
-92,30,1.962799
-94,30,1.970034
-96,30,1.961174
-98,30,1.966696
-100,30,1.964644
-102,30,1.962068
-104,30,1.966349
-106,30,1.967848
-108,30,1.965627
-110,30,1.970221
-112,30,1.962866
-114,30,1.965615
-116,30,1.963498
-118,30,1.951106
-120,30,1.949542
-122,30,1.964972
-124,30,1.95161
-126,30,1.146919
-128,30,1.152194
-130,30,1.123356
-132,30,1.142083
-134,30,1.153573
-136,30,1.15655
-138,30,1.157587
-138,28,1.109152
-136,28,1.125067
-134,28,1.158351
-132,28,1.124004
-130,28,1.138327
-128,28,1.149352
-126,28,1.139349
-124,28,1.954801
-122,28,1.96092
-120,28,1.958054
-118,28,1.945208
-116,28,1.970422
-114,28,1.979091
-112,28,1.969367
-110,28,1.973741
-108,28,1.980039
-106,28,1.966269
-104,28,1.970973
-102,28,1.968421
-100,28,1.95998
-98,28,1.963733
-96,28,1.965515
-94,28,1.963151
-92,28,1.958316
-90,28,1.965321
-88,28,1.959376
-86,28,1.965775
-84,28,1.970778
-82,28,1.974134
-80,28,1.974732
-78,28,1.973594
-76,28,1.964618
-74,28,1.975336
-72,28,1.976168
-70,28,1.989
-68,28,1.982038
-66,28,1.993161
-64,28,1.98275
-62,28,1.991029
-60,28,1.982832
-58,28,1.98508
-56,28,1.979568
-54,28,1.974241
-52,28,1.717684
-50,28,1.96847
-48,28,1.964665
-46,28,1.967037
-44,28,1.966016
-42,28,1.165153
-40,28,1.97476
-38,28,1.981481
-36,28,1.978689
-34,28,1.953715
-32,28,1.975501
-30,28,1.981575
-28,28,1.990076
-26,28,1.975222
-24,28,1.973846
-22,28,1.978903
-20,28,1.982425
-18,28,1.982117
-16,28,1.986198
-14,28,1.98596
-12,28,1.979606
-10,28,1.989007
-8,28,1.978656
-6,28,1.974703
-4,28,1.971275
-2,28,1.976461
0,28,1.972786
2,28,1.976705
4,28,1.974914
6,28,1.987665
8,28,1.991175
10,28,1.993637
12,28,1.992891
14,28,1.994957
16,28,1.982424
18,28,1.983769
20,28,1.988898
22,28,1.983732
24,28,1.984817
26,28,1.987869
28,28,1.989464
30,28,1.977783
32,28,1.982064
34,28,1.974295
36,28,1.972284
38,28,1.977489
40,28,1.982365
42,28,1.182127
44,28,1.976517
46,28,1.976774
48,28,1.972129
50,28,1.973171
52,28,1.965668
54,28,1.974575
56,28,1.972137
58,28,1.974564
60,28,1.975258
62,28,1.979057
64,28,1.97314
66,28,1.976954
68,28,1.971309
70,28,1.973841
72,28,1.979508
74,28,1.976759
76,28,1.996009
78,28,1.976009
80,28,1.98488
82,28,1.969549
84,28,1.973911
86,28,1.970068
88,28,1.977964
90,28,1.973784
92,28,1.995796
94,28,1.9965
96,28,1.995073
98,28,1.998027
100,28,1.994279
102,28,1.996523
104,28,1.989589
106,28,1.98765
108,28,1.980007
110,28,1.976161
112,28,1.969805
114,28,1.993729
116,28,1.983636
118,28,1.977921
120,28,1.972101
122,28,1.972174
124,28,1.970513
126,28,1.971368
128,28,1.16778
130,28,1.179721
132,28,1.15298
134,28,1.156598
136,28,1.170927
138,28,1.210044
138,26,1.164374
136,26,1.165436
134,26,1.178193
132,26,1.170128
130,26,1.202883
128,26,1.150965
126,26,1.970319
124,26,1.97275
122,26,1.971163
120,26,1.979311
118,26,1.979004
116,26,1.961687
114,26,1.97912
112,26,1.994799
110,26,1.994955
108,26,1.988297
106,26,1.987044
104,26,1.982379
102,26,1.979737
100,26,1.98154
98,26,1.982338
96,26,1.979849
94,26,1.980151
92,26,1.981176
90,26,1.976211
88,26,1.980494
86,26,1.97515
84,26,1.976578
82,26,1.975858
80,26,1.967674
78,26,1.987012
76,26,1.978502
74,26,1.984523
72,26,1.981488
70,26,1.979546
68,26,1.976439
66,26,1.980531
64,26,1.980616
62,26,1.97996
60,26,1.983307
58,26,1.979936
56,26,1.981193
54,26,1.976913
52,26,1.974838
50,26,1.977034
48,26,1.976918
46,26,1.972921
44,26,1.979822
42,26,1.192986
40,26,1.986594
38,26,1.985537
36,26,1.984122
34,26,1.976383
32,26,1.98569
30,26,1.992242
28,26,1.987649
26,26,1.978059
24,26,1.977653
22,26,1.985152
20,26,1.981387
18,26,1.983879
16,26,1.979977
14,26,1.985657
12,26,1.983136
10,26,1.992345
8,26,1.987303
6,26,1.987261
4,26,1.969691
2,26,1.975623
0,26,1.969051
-2,26,1.976531
-4,26,1.974282
-6,26,1.979046
-8,26,1.979577
-10,26,1.983566
-12,26,1.977055
-14,26,1.98246
-16,26,1.983977
-18,26,1.980945
-20,26,1.985441
-22,26,1.983845
-24,26,1.972384
-26,26,1.974802
-28,26,1.99264
-30,26,1.955973
-32,26,1.984133
-34,26,1.962254
-36,26,1.987917
-38,26,1.978435
-40,26,1.970139
-42,26,1.156995
-44,26,1.970831
-46,26,1.964847
-48,26,1.965525
-50,26,1.968043
-52,26,1.142261
-54,26,1.970675
-56,26,1.975697
-58,26,1.970874
-60,26,1.991257
-62,26,1.989282
-64,26,1.987236
-66,26,1.982649
-68,26,1.98976
-70,26,1.978884
-72,26,1.998573
-74,26,1.973748
-76,26,1.985492
-78,26,1.970056
-80,26,1.972185
-82,26,1.977149
-84,26,1.966727
-86,26,1.966247
-88,26,1.961422
-90,26,1.966027
-92,26,1.967128
-94,26,1.966348
-96,26,1.969013
-98,26,1.970113
-100,26,1.973504
-102,26,1.966345
-104,26,1.981881
-106,26,1.974979
-108,26,1.976247
-110,26,1.983162
-112,26,1.956631
-114,26,1.980818
-116,26,1.955358
-118,26,1.951449
-120,26,1.961416
-122,26,1.947573
-124,26,1.946917
-126,26,1.122528
-128,26,1.137892
-130,26,1.122257
-132,26,1.133804
-134,26,1.127583
-136,26,1.126416
-138,26,1.113404
-138,24,1.104995
-136,24,1.124844
-134,24,1.139587
-132,24,1.153354
-130,24,1.126768
-128,24,1.13328
-126,24,1.152153
-124,24,1.964058
-122,24,1.976329
-120,24,1.948424
-118,24,1.95479
-116,24,1.958009
-114,24,1.953837
-112,24,1.974528
-110,24,1.973101
-108,24,1.974287
-106,24,1.978378
-104,24,1.980957
-102,24,1.978438
-100,24,1.978512
-98,24,1.986942
-96,24,1.972763
-94,24,1.971605
-92,24,1.982285
-90,24,1.961789
-88,24,1.970219
-86,24,1.968028
-84,24,1.960967
-82,24,1.973928
-80,24,1.964024
-78,24,1.976171
-76,24,1.980063
-74,24,1.965455
-72,24,1.973851
-70,24,1.987674
-68,24,1.989646
-66,24,1.97836
-64,24,1.975373
-62,24,1.9765
-60,24,1.965878
-58,24,1.972219
-56,24,1.97262
-54,24,1.965796
-52,24,1.161267
-50,24,1.966434
-48,24,1.962282
-46,24,1.958945
-44,24,1.964857
-42,24,1.153252
-40,24,1.969921
-38,24,1.964872
-36,24,1.952318
-34,24,1.967827
-32,24,1.967038
-30,24,1.980591
-28,24,1.986663
-26,24,1.969978
-24,24,1.975547
-22,24,1.975047
-20,24,1.983702
-18,24,1.978498
-16,24,1.985328
-14,24,1.987713
-12,24,1.978502
-10,24,1.97584
-8,24,1.977439
-6,24,1.972989
-4,24,1.975949
-2,24,1.969793
0,24,1.967683
2,24,1.970408
4,24,1.969335
6,24,1.98637
8,24,1.98265
10,24,1.982395
12,24,1.985257
14,24,1.980403
16,24,1.982532
18,24,1.979626
20,24,1.984662
22,24,1.977171
24,24,1.981484
26,24,1.975276
28,24,1.974427
30,24,1.983964
32,24,1.987038
34,24,1.968435
36,24,1.983061
38,24,1.963275
40,24,1.985845
42,24,1.185419
44,24,1.976804
46,24,1.981925
48,24,1.978409
50,24,1.981998
52,24,1.975786
54,24,1.988078
56,24,1.981717
58,24,1.991048
60,24,1.984977
62,24,1.983765
64,24,1.982118
66,24,1.984366
68,24,1.978921
70,24,1.983453
72,24,1.985978
74,24,1.982314
76,24,1.966445
78,24,1.986858
80,24,1.97866
82,24,1.975406
84,24,1.971599
86,24,1.970824
88,24,1.97504
90,24,1.971668
92,24,1.971867
94,24,1.985926
96,24,1.985736
98,24,1.988284
100,24,1.987603
102,24,1.986279
104,24,1.986515
106,24,1.993121
108,24,1.993909
110,24,1.987842
112,24,1.972035
114,24,1.980821
116,24,1.975259
118,24,1.966787
120,24,1.977503
122,24,1.968019
124,24,1.974487
126,24,1.971171
128,24,1.148484
130,24,1.16068
132,24,1.135493
134,24,1.139217
136,24,1.141403
138,24,1.158262
140,22,1.178697
138,22,1.172771
136,22,1.162034
134,22,1.164783
132,22,1.160001
130,22,1.170883
128,22,1.1656
126,22,1.973828
124,22,1.972718
122,22,1.975405
120,22,1.972669
118,22,1.967251
116,22,1.972265
114,22,1.973471
112,22,1.975174
110,22,1.975274
108,22,1.979911
106,22,1.981403
104,22,1.995001
102,22,1.984194
100,22,1.992485
98,22,1.987454
96,22,1.993011
94,22,1.990248
92,22,1.983406
90,22,1.976618
88,22,1.981085
86,22,1.97521
84,22,1.977581
82,22,1.992325
80,22,1.991638
78,22,1.975143
76,22,1.981275
74,22,1.988945
72,22,1.982042
70,22,1.98452
68,22,1.982427
66,22,1.984202
64,22,1.984709
62,22,1.985032
60,22,1.980046
58,22,1.985055
56,22,1.976224
54,22,1.979869
52,22,1.97321
50,22,1.970844
48,22,1.97913
46,22,1.975819
44,22,1.977242
42,22,1.190554
40,22,1.984665
38,22,1.959799
36,22,1.97917
34,22,1.971489
32,22,1.97783
30,22,1.972622
28,22,1.973314
26,22,1.97676
24,22,1.976596
22,22,1.978417
20,22,1.977231
18,22,1.982132
16,22,1.979469
14,22,1.980158
12,22,1.976324
10,22,1.980375
8,22,1.995738
6,22,1.974326
4,22,1.975131
2,22,1.974302
0,22,1.964088
-2,22,1.970719
-4,22,1.96537
-6,22,1.967515
-8,22,1.975903
-10,22,1.967786
-12,22,1.979844
